Product_Name,Discount,Total_Loss
Wilson Jones Four-Pocket Poly Binders,0.7,-6.87
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",0.7,-6.83
Avery Non-Stick Binders,0.7,-6.74
Ibico Presentation Index for Binding Systems,0.8,-6.57
Cardinal Holdit Business Card Pockets,0.7,-6.57
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",0.4,-6.54
Avery Self-Adhesive Photo Pockets for Polaroid Photos,0.8,-6.54
Wilson Jones Hanging Recycled Pressboard Data Binders,0.7,-6.53
Staple holder,0.8,-6.34
Sterilite Show Offs Storage Containers,0.2,-6.34
"Eldon 400 Class Desk Accessories, Black Carbon",0.6,-6.3
Hon 61000 Series Interactive Training Tables,0.2,-6.22
"Master Caster Door Stop, Large Neon Orange",0.6,-6.19
Revere Boxed Rubber Bands by Revere,0.2,-6.12
Avery Heavy-Duty EZD View Binder with Locking Rings,0.7,-6.12
Poly Designer Cover & Back,0.8,-6.08
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,0.7,-6.03
Prestige Round Ring Binders,0.8,-6.02
iOttie HLCRIO102 Car Mount,0.2,-6.0
Contemporary Borderless Frame,0.6,-5.94
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,0.8,-5.85
"6"" Cubicle Wall Clock, Black",0.6,-5.82
Wilson Jones Standard D-Ring Binders,0.7,-5.82
DXL Angle-View Binders with Locking Rings by Samsill,0.7,-5.78
ACCOHIDE Binder by Acco,0.7,-5.7
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0.6,-5.69
Safco Drafting Table,0.3,-5.68
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",0.2,-5.68
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0.7,-5.65
Plymouth Boxed Rubber Bands by Plymouth,0.2,-5.65
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",0.7,-5.6
"Global Armless Task Chair, Royal Blue",0.2,-5.49
36X48 HARDFLOOR CHAIRMAT,0.2,-5.45
Wilson Jones data.warehouse D-Ring Binders with DublLock,0.7,-5.43
Insertable Tab Indexes For Data Binders,0.8,-5.41
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",0.2,-5.31
Acco Economy Flexible Poly Round Ring Binder,0.7,-5.22
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",0.8,-5.21
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",0.7,-5.21
"Angle-D Binders with Locking Rings, Label Holders",0.7,-5.04
Wilson Jones Standard D-Ring Binders,0.8,-5.01
Wilson Jones Turn Tabs Binder Tool for Ring Binders,0.8,-4.92
Sauder Barrister Bookcases,0.2,-4.86
Rosewill 107 Normal Keys USB Wired Standard Keyboard,0.2,-4.85
Nu-Dell Float Frame 11 x 14 1/2,0.6,-4.85
Computer Printout Index Tabs,0.8,-4.84
"Master Caster Door Stop, Large Brown",0.6,-4.8
Round Ring Binders,0.7,-4.78
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",0.8,-4.77
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",0.2,-4.77
Peel & Stick Add-On Corner Pockets,0.7,-4.75
Avery Durable Slant Ring Binders,0.8,-4.75
Eldon Wave Desk Accessories,0.6,-4.71
Ibico Presentation Index for Binding Systems,0.7,-4.58
Acco Translucent Poly Ring Binders,0.8,-4.49
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,0.8,-4.47
Storex Flexible Poly Binders with Double Pockets,0.7,-4.44
"Avery Durable Plastic 1"" Binders",0.8,-4.22
Prestige Round Ring Binders,0.7,-4.2
Avery Legal 4-Ring Binder,0.7,-4.2
Serrated Blade or Curved Handle Hand Letter Openers,0.2,-4.18
"Tensor ""Hersey Kiss"" Styled Floor Lamp",0.2,-4.16
Longer-Life Soft White Bulbs,0.6,-4.07
"Eldon Image Series Desk Accessories, Burgundy",0.6,-4.01
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.6,-3.98
"Master Caster Door Stop, Brown",0.6,-3.96
Nu-Dell EZ-Mount Plastic Wall Frames,0.6,-3.94
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,0.4,-3.86
Insertable Tab Indexes For Data Binders,0.7,-3.82
"ACCOHIDE 3-Ring Binder, Blue, 1""",0.7,-3.8
Flexible Leather- Look Classic Collection Ring Binder,0.7,-3.79
Sterling Rubber Bands by Alliance,0.2,-3.77
Acme Rosewood Handle Letter Opener,0.2,-3.77
Hoover Commercial Lightweight Upright Vacuum,0.8,-3.76
Advantus Panel Wall Acrylic Frame,0.6,-3.72
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.8,-3.69
Acco Hanging Data Binders,0.8,-3.66
Presstex Flexible Ring Binders,0.7,-3.64
Heavy-Duty E-Z-D Binders,0.8,-3.6
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",0.7,-3.55
GBC Poly Designer Binding Covers,0.7,-3.52
UniKeep View Case Binders,0.7,-3.52
Avery Binding System Hidden Tab Executive Style Index Sets,0.7,-3.46
Round Ring Binders,0.8,-3.43
Acco Perma 3000 Stacking Storage Drawers,0.2,-3.36
Anderson Hickey Conga Table Tops & Accessories,0.2,-3.35
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,0.3,-3.2
"Super Bands, 12/Pack",0.2,-3.16
Maxell LTO Ultrium - 800 GB,0.2,-3.08
Tuff Stuff Recycled Round Ring Binders,0.7,-3.04
Tuff Stuff Recycled Round Ring Binders,0.8,-2.99
Hon 2111 Invitation Series Straight Table,0.2,-2.96
Kingston Digital DataTraveler 8GB USB 2.0,0.2,-2.86
Avery Hidden Tab Dividers for Binding Systems,0.7,-2.86
Avery Printable Repositionable Plastic Tabs,0.8,-2.84
Acco Suede Grain Vinyl Round Ring Binder,0.8,-2.84
Logitech Media Keyboard K200,0.2,-2.8
Peel & Stick Add-On Corner Pockets,0.8,-2.76
Binder Posts,0.7,-2.76
2300 Heavy-Duty Transfer File Systems by Perma,0.2,-2.75
"Safco Chair Connectors, 6/Carton",0.3,-2.69
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",0.8,-2.67
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",0.7,-2.66
"Avery Durable Slant Ring Binders, No Labels",0.8,-2.63
SAFCO Folding Chair Trolley,0.3,-2.56
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",0.7,-2.56
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",0.2,-2.51
Imation 30456 USB Flash Drive 8GB,0.2,-2.48
Self-Adhesive Ring Binder Labels,0.7,-2.43
Avery Round Ring Poly Binders,0.7,-2.39
Self-Adhesive Ring Binder Labels,0.8,-2.32
Griffin GC36547 PowerJolt SE Lightning Charger,0.4,-2.25
Fellowes Super Stor/Drawer,0.2,-2.22
Wilson Jones Impact Binders,0.7,-2.18
OIC Stacking Trays,0.6,-2.14
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",0.6,-2.13
"Tenex ""The Solids"" Textured Chair Mats",0.2,-2.1
PNY Rapid USB Car Charger - Black,0.4,-2.08
"Metal Folding Chairs, Beige, 4/Carton",0.3,-2.04
Texas Instruments TI-34 Scientific Calculator,0.5,-1.98
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",0.8,-1.97
Zipper Ring Binder Pockets,0.8,-1.93
Economy Binders,0.8,-1.93
Acco 3-Hole Punch,0.7,-1.93
"Avery Durable Plastic 1"" Binders",0.7,-1.91
GBC Standard Plastic Binding Systems Combs,0.7,-1.86
Acco Economy Flexible Poly Round Ring Binder,0.8,-1.83
Penpower WorldCard Pro Card Scanner,0.5,-1.83
Acme Serrated Blade Letter Opener,0.2,-1.81
Wilson Jones Suede Grain Vinyl Binders,0.7,-1.75
Acco Hanging Data Binders,0.7,-1.68
G.E. Halogen Desk Lamp Bulbs,0.6,-1.68
Kingston Digital DataTraveler 16GB USB 2.0,0.2,-1.61
Wilson Jones Easy Flow II Sheet Lifters,0.7,-1.58
Woodgrain Magazine Files by Perma,0.2,-1.55
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",0.7,-1.54
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",0.6,-1.51
KeyTronic KT800P2 - Keyboard - Black,0.2,-1.5
Logitech Wireless Touch Keyboard K400,0.2,-1.5
"DAX Value U-Channel Document Frames, Easel Back",0.6,-1.44
3M Hangers With Command Adhesive,0.6,-1.41
Acco 3-Hole Punch,0.8,-1.4
SanDisk Cruzer 8 GB USB Flash Drive,0.2,-1.36
Wilson Jones DublLock D-Ring Binders,0.7,-1.35
Rubber Band Ball,0.2,-1.35
Avery Durable Slant Ring Binders With Label Holder,0.8,-1.34
"Master Caster Door Stop, Gray",0.6,-1.32
Micro Innovations Wireless Classic Keyboard with Mouse,0.2,-1.2
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.8,-1.11
"Global Deluxe Stacking Chair, Gray",0.3,-1.02
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,0.6,-0.99
Avery Binder Labels,0.7,-0.86
"Brites Rubber Bands, 1 1/2 oz. Box",0.2,-0.71
Bagged Rubber Bands,0.2,-0.6
Tensor Brushed Steel Torchiere Floor Lamp,0.2,-0.34
SanDisk Cruzer 16 GB USB Flash Drive,0.2,-0.34
